Area Code,Area,Item Code,Item,Element Code,Element,cat,Unit,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
10,Australia,2961,"Aquatic Products, Other",5142,Food,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2961,"Aquatic Products, Other",645,Food supply quantity (kg/capita/yr),,kg,0,0,0,0,0,0,0,0,0,0
10,Australia,2961,"Aquatic Products, Other",664,Food supply (kcal/capita/day),,kcal/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2961,"Aquatic Products, Other",674,Protein supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2961,"Aquatic Products, Other",684,Fat supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2769,"Aquatic Animals, Others",5511,Production,,1000 tonnes,0.18,0.13,0.05,0.04,0.08,0.06,0.06,0.15,0.15,0.15
10,Australia,2769,"Aquatic Animals, Others",5611,Import Quantity,,1000 tonnes,7.29,7.46,1.55,2.18,2.01,2.06,1.63,1.84,1.84,1.84
10,Australia,2769,"Aquatic Animals, Others",5911,Export Quantity,,1000 tonnes,0,0,0.31,0.32,0.46,0.76,0.58,0.48,0.48,0.48
10,Australia,2769,"Aquatic Animals, Others",5301,Domestic supply quantity,,1000 tonnes,7.47,7.59,1.29,1.91,1.63,1.35,1.11,1.5,1.5,1.5
10,Australia,2769,"Aquatic Animals, Others",5154,Other uses (non-food),,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2769,"Aquatic Animals, Others",5142,Food,,1000 tonnes,7.47,7.59,1.29,1.91,1.63,1.35,1.11,1.5,1.5,1.5
10,Australia,2769,"Aquatic Animals, Others",645,Food supply quantity (kg/capita/yr),,kg,0.34,0.34,0.06,0.08,0.07,0.06,0.05,0.06,0.06,0.06
10,Australia,2769,"Aquatic Animals, Others",664,Food supply (kcal/capita/day),,kcal/capita/day,1,1,0,0,0,0,0,0,0,0
10,Australia,2769,"Aquatic Animals, Others",674,Protein supply quantity (g/capita/day),,g/capita/day,0.05,0.05,0.01,0.01,0.01,0,0,0.01,0.01,0.01
10,Australia,2769,"Aquatic Animals, Others",684,Fat supply quantity (g/capita/day),,g/capita/day,0.02,0.02,0,0,0,0,0,0,0,0
10,Australia,2775,Aquatic Plants,5511,Production,,1000 tonnes,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
10,Australia,2775,Aquatic Plants,5611,Import Quantity,,1000 tonnes,5.73,6.39,6.95,5.59,9.36,13.44,11.23,11.36,11.36,11.36
10,Australia,2775,Aquatic Plants,5911,Export Quantity,,1000 tonnes,3.24,2.45,1.19,0.84,0.97,0.58,0.88,1.01,1.01,1.01
10,Australia,2775,Aquatic Plants,5301,Domestic supply quantity,,1000 tonnes,4.41,5.86,7.69,6.67,10.31,14.79,12.28,12.27,12.27,12.27
10,Australia,2775,Aquatic Plants,5154,Other uses (non-food),,1000 tonnes,4.41,5.86,7.69,6.67,10.31,14.79,12.28,12.27,12.27,12.27
10,Australia,2775,Aquatic Plants,5142,Food,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2775,Aquatic Plants,645,Food supply quantity (kg/capita/yr),,kg,0,0,0,0,0,0,0,0,0,0
10,Australia,2775,Aquatic Plants,664,Food supply (kcal/capita/day),,kcal/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2775,Aquatic Plants,674,Protein supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2775,Aquatic Plants,684,Fat supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
10,Australia,2928,Miscellaneous,5511,Production,,1000 tonnes,,,,,,,,,,
10,Australia,2928,Miscellaneous,5611,Import Quantity,,1000 tonnes,337,380,322,412,446,509,534,449,472,563
10,Australia,2928,Miscellaneous,5072,Stock Variation,,1000 tonnes,-18,21,-44,17,26,51,49,-56,-11,34
10,Australia,2928,Miscellaneous,5911,Export Quantity,,1000 tonnes,100,95,101,117,139,173,198,213,219,191
10,Australia,2928,Miscellaneous,5301,Domestic supply quantity,,1000 tonnes,255,264,265,278,281,285,287,292,264,337
10,Australia,2928,Miscellaneous,5521,Feed,,1000 tonnes,,,,,,,,,,
10,Australia,2928,Miscellaneous,5527,Seed,,1000 tonnes,,,,,,,,,,
10,Australia,2928,Miscellaneous,5123,Losses,,1000 tonnes,,,,,,,,,,
10,Australia,2928,Miscellaneous,5131,Processing,,1000 tonnes,,,,,,,,,,
10,Australia,2928,Miscellaneous,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
10,Australia,2928,Miscellaneous,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2928,Miscellaneous,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2928,Miscellaneous,5142,Food,,1000 tonnes,255,264,265,278,281,285,287,292,264,337
10,Australia,2928,Miscellaneous,645,Food supply quantity (kg/capita/yr),,kg,11.52,11.71,11.56,11.96,11.91,11.89,11.85,11.87,10.6,13.36
10,Australia,2928,Miscellaneous,664,Food supply (kcal/capita/day),,kcal/capita/day,14,16,14,18,18,17,17,17,13,16
10,Australia,2928,Miscellaneous,674,Protein supply quantity (g/capita/day),,g/capita/day,0.41,0.49,0.43,0.6,0.58,0.57,0.55,0.56,0.39,0.47
10,Australia,2928,Miscellaneous,684,Fat supply quantity (g/capita/day),,g/capita/day,0.16,0.18,0.17,0.2,0.19,0.19,0.19,0.19,0.15,0.19
10,Australia,2680,Infant food,5511,Production,,1000 tonnes,,,,,,,,,,
10,Australia,2680,Infant food,5611,Import Quantity,,1000 tonnes,8,7,6,15,24,31,43,38,36,36
10,Australia,2680,Infant food,5072,Stock Variation,,1000 tonnes,0,-2,0,-5,8,8,10,-1,-11,-16
10,Australia,2680,Infant food,5911,Export Quantity,,1000 tonnes,6,3,4,7,5,12,23,28,45,50
10,Australia,2680,Infant food,5301,Domestic supply quantity,,1000 tonnes,2,6,3,12,11,11,10,11,2,2
10,Australia,2680,Infant food,5521,Feed,,1000 tonnes,,,,,,,,,,
10,Australia,2680,Infant food,5527,Seed,,1000 tonnes,,,,,,,,,,
10,Australia,2680,Infant food,5123,Losses,,1000 tonnes,,,,,,,,,,
10,Australia,2680,Infant food,5131,Processing,,1000 tonnes,,,,,,,,,,
10,Australia,2680,Infant food,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
10,Australia,2680,Infant food,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
10,Australia,2680,Infant food,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2680,Infant food,5142,Food,,1000 tonnes,2,6,3,12,11,11,10,11,2,2
10,Australia,2680,Infant food,645,Food supply quantity (kg/capita/yr),,kg,0.09,0.28,0.13,0.53,0.48,0.46,0.42,0.44,0.1,0.08
10,Australia,2680,Infant food,664,Food supply (kcal/capita/day),,kcal/capita/day,1,3,1,5,5,5,4,4,1,1
10,Australia,2680,Infant food,674,Protein supply quantity (g/capita/day),,g/capita/day,0.04,0.12,0.05,0.22,0.2,0.19,0.17,0.18,0.04,0.03
10,Australia,2680,Infant food,684,Fat supply quantity (g/capita/day),,g/capita/day,0.01,0.02,0.01,0.04,0.04,0.04,0.03,0.03,0.01,0.01
10,Australia,2899,Miscellaneous,5611,Import Quantity,,1000 tonnes,329,373,315,397,422,478,490,411,436,527
10,Australia,2899,Miscellaneous,5072,Stock Variation,,1000 tonnes,-18,23,-44,21,18,43,39,-55,0,50
10,Australia,2899,Miscellaneous,5911,Export Quantity,,1000 tonnes,94,92,98,110,134,161,174,185,175,142
10,Australia,2899,Miscellaneous,5301,Domestic supply quantity,,1000 tonnes,253,258,262,266,270,274,277,281,262,335
10,Australia,2899,Miscellaneous,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
10,Australia,2899,Miscellaneous,5142,Food,,1000 tonnes,253,258,262,266,270,274,277,281,262,335
10,Australia,2899,Miscellaneous,645,Food supply quantity (kg/capita/yr),,kg,11.43,11.43,11.43,11.43,11.43,11.43,11.43,11.43,10.51,13.28
10,Australia,2899,Miscellaneous,664,Food supply (kcal/capita/day),,kcal/capita/day,13,13,13,13,13,13,13,13,12,15
10,Australia,2899,Miscellaneous,674,Protein supply quantity (g/capita/day),,g/capita/day,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.35,0.44
10,Australia,2899,Miscellaneous,684,Fat supply quantity (g/capita/day),,g/capita/day,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.14,0.18
66,Fiji,2501,Population,511,Total Population - Both sexes,,1000 persons,860,863,865,866,866,869,872,877,883,890
66,Fiji,2501,Population,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2901,Grand Total,664,Food supply (kcal/capita/day),,kcal/capita/day,2751,2785,2742,2748,2751,2783,2731,2773,2815,2859
66,Fiji,2901,Grand Total,674,Protein supply quantity (g/capita/day),,g/capita/day,69.25,71.22,71.39,68.91,71.91,73.65,71.5,70.7,78.16,77.9
66,Fiji,2901,Grand Total,684,Fat supply quantity (g/capita/day),,g/capita/day,74.57,76.15,75.84,72.51,76.07,69.91,71.56,75.57,78.97,80.33
66,Fiji,2903,Vegetal Products,664,Food supply (kcal/capita/day),,kcal/capita/day,2249,2296,2274,2327,2288,2330,2287,2320,2279,2342
66,Fiji,2903,Vegetal Products,674,Protein supply quantity (g/capita/day),,g/capita/day,43.52,43.49,42.05,43.22,42.6,44.25,42.69,42.52,39.88,41.66
66,Fiji,2903,Vegetal Products,684,Fat supply quantity (g/capita/day),,g/capita/day,32.38,36.33,39.09,39.43,40.37,35.21,37.79,40.21,40.13,42.41
66,Fiji,2941,Animal Products,664,Food supply (kcal/capita/day),,kcal/capita/day,501,489,469,420,463,453,444,453,536,517
66,Fiji,2941,Animal Products,674,Protein supply quantity (g/capita/day),,g/capita/day,25.73,27.73,29.34,25.69,29.3,29.39,28.81,28.18,38.28,36.24
66,Fiji,2941,Animal Products,684,Fat supply quantity (g/capita/day),,g/capita/day,42.19,39.82,36.75,33.09,35.7,34.7,33.77,35.37,38.84,37.92
66,Fiji,2905,Cereals - Excluding Beer,5511,Production,,1000 tonnes,9,8,5,8,8,7,10,10,8,7
66,Fiji,2905,Cereals - Excluding Beer,5611,Import Quantity,,1000 tonnes,166,158,218,226,165,162,215,125,139,243
66,Fiji,2905,Cereals - Excluding Beer,5072,Stock Variation,,1000 tonnes,-35,-30,15,15,-37,-46,-8,-82,-3,42
66,Fiji,2905,Cereals - Excluding Beer,5911,Export Quantity,,1000 tonnes,55,48,51,67,73,64,54,52,59,65
66,Fiji,2905,Cereals - Excluding Beer,5301,Domestic supply quantity,,1000 tonnes,154,147,157,151,138,152,179,166,92,143
66,Fiji,2905,Cereals - Excluding Beer,5521,Feed,,1000 tonnes,5,3,3,2,3,2,1,3,3,3
66,Fiji,2905,Cereals - Excluding Beer,5527,Seed,,1000 tonnes,0,0,0,0,0,0,1,1,0,0
66,Fiji,2905,Cereals - Excluding Beer,5123,Losses,,1000 tonnes,1,1,1,1,0,1,1,1,1,1
66,Fiji,2905,Cereals - Excluding Beer,5131,Processing,,1000 tonnes,4,3,5,4,4,3,4,5,3,3
66,Fiji,2905,Cereals - Excluding Beer,5154,Other uses (non-food),,1000 tonnes,,,0,0,0,8,26,22,0,0
66,Fiji,2905,Cereals - Excluding Beer,5171,Tourist consumption,,1000 tonnes,11,9,15,13,6,5,15,6,3,3
66,Fiji,2905,Cereals - Excluding Beer,5170,Residuals,,1000 tonnes,0,0,0,0,-7,-1,-4,0,-52,0
66,Fiji,2905,Cereals - Excluding Beer,5142,Food,,1000 tonnes,133,131,133,131,131,132,136,129,133,133
66,Fiji,2905,Cereals - Excluding Beer,645,Food supply quantity (kg/capita/yr),,kg,154.43,151.54,153.96,151.01,151.19,152.32,155.49,147.17,150.06,148.89
66,Fiji,2905,Cereals - Excluding Beer,664,Food supply (kcal/capita/day),,kcal/capita/day,1100,1078,1093,1073,1084,1092,1115,1057,1085,1073
66,Fiji,2905,Cereals - Excluding Beer,674,Protein supply quantity (g/capita/day),,g/capita/day,25.82,25.2,25.66,25.06,25.59,25.69,26.21,24.91,25.49,25.32
66,Fiji,2905,Cereals - Excluding Beer,684,Fat supply quantity (g/capita/day),,g/capita/day,3,2.93,2.98,2.94,2.96,3,3.05,2.91,3.03,2.98
66,Fiji,2511,Wheat and products,5511,Production,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2511,Wheat and products,5611,Import Quantity,,1000 tonnes,85,108,164,165,97,122,177,64,75,183
66,Fiji,2511,Wheat and products,5072,Stock Variation,,1000 tonnes,-53,-19,25,15,-47,-24,14,-85,-5,44
66,Fiji,2511,Wheat and products,5911,Export Quantity,,1000 tonnes,53,47,51,66,72,62,53,51,58,64
66,Fiji,2511,Wheat and products,5301,Domestic supply quantity,,1000 tonnes,84,80,88,84,73,85,110,98,22,76
66,Fiji,2511,Wheat and products,5521,Feed,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2511,Wheat and products,5527,Seed,,1000 tonnes,,,,,,,,,,
66,Fiji,2511,Wheat and products,5123,Losses,,1000 tonnes,,,,,,,,,,
66,Fiji,2511,Wheat and products,5131,Processing,,1000 tonnes,,,,,0,0,0,0,0,0
66,Fiji,2511,Wheat and products,5154,Other uses (non-food),,1000 tonnes,,,0,0,0,8,26,22,0,0
66,Fiji,2511,Wheat and products,5171,Tourist consumption,,1000 tonnes,10,8,14,12,5,4,14,5,2,2
66,Fiji,2511,Wheat and products,5170,Residuals,,1000 tonnes,0,0,0,0,-7,-1,-4,0,-52,0
66,Fiji,2511,Wheat and products,5142,Food,,1000 tonnes,74,72,74,71,75,73,75,72,72,74
66,Fiji,2511,Wheat and products,645,Food supply quantity (kg/capita/yr),,kg,86.55,83.58,85.85,82.55,86.37,84.03,86,82.48,81.18,82.95
66,Fiji,2511,Wheat and products,664,Food supply (kcal/capita/day),,kcal/capita/day,625,603,620,594,634,618,633,607,598,613
66,Fiji,2511,Wheat and products,674,Protein supply quantity (g/capita/day),,g/capita/day,17.37,16.72,17.26,16.52,17.63,17.27,17.66,16.93,16.66,17.05
66,Fiji,2511,Wheat and products,684,Fat supply quantity (g/capita/day),,g/capita/day,1.89,1.83,1.89,1.82,1.94,1.89,1.92,1.85,1.83,1.87
66,Fiji,2807,Rice and products,5511,Production,,1000 tonnes,8,8,5,7,7,6,9,9,7,6
66,Fiji,2807,Rice and products,5611,Import Quantity,,1000 tonnes,73,45,46,57,63,36,33,56,58,55
66,Fiji,2807,Rice and products,5072,Stock Variation,,1000 tonnes,19,-9,-11,1,10,-22,-23,3,3,0
66,Fiji,2807,Rice and products,5911,Export Quantity,,1000 tonnes,1,1,0,1,1,2,1,1,1,1
66,Fiji,2807,Rice and products,5301,Domestic supply quantity,,1000 tonnes,61,62,62,61,59,62,63,62,62,60
66,Fiji,2807,Rice and products,5521,Feed,,1000 tonnes,2,2,2,1,2,1,1,2,2,2
66,Fiji,2807,Rice and products,5527,Seed,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2807,Rice and products,5123,Losses,,1000 tonnes,1,1,1,1,0,1,1,1,1,1
66,Fiji,2807,Rice and products,5131,Processing,,1000 tonnes,1,0,1,1,1,1,0,1,1,1
66,Fiji,2807,Rice and products,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
66,Fiji,2807,Rice and products,5171,Tourist consumption,,1000 tonnes,1,1,1,1,1,1,1,1,1,1
66,Fiji,2807,Rice and products,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2807,Rice and products,5142,Food,,1000 tonnes,56,56,57,57,55,58,59,55,57,55
66,Fiji,2807,Rice and products,645,Food supply quantity (kg/capita/yr),,kg,65.03,65.14,65.66,65.41,63.32,66.92,67.84,63.24,64.59,62.01
66,Fiji,2807,Rice and products,664,Food supply (kcal/capita/day),,kcal/capita/day,450,449,451,451,436,460,467,436,449,426
66,Fiji,2807,Rice and products,674,Protein supply quantity (g/capita/day),,g/capita/day,7.85,7.84,7.86,7.87,7.61,8.05,8.12,7.58,7.83,7.41
66,Fiji,2807,Rice and products,684,Fat supply quantity (g/capita/day),,g/capita/day,0.98,0.98,0.99,0.98,0.95,1,1.01,0.95,1,0.93
66,Fiji,2513,Barley and products,5511,Production,,1000 tonnes,0,0,0,0,,,,,,
66,Fiji,2513,Barley and products,5611,Import Quantity,,1000 tonnes,3,2,5,2,2,1,2,2,2,2
66,Fiji,2513,Barley and products,5072,Stock Variation,,1000 tonnes,0,-1,1,-1,0,0,0,0,0,-1
66,Fiji,2513,Barley and products,5911,Export Quantity,,1000 tonnes,0,0,0,0,,,,,,0
66,Fiji,2513,Barley and products,5301,Domestic supply quantity,,1000 tonnes,3,3,4,3,2,2,2,3,3,3
66,Fiji,2513,Barley and products,5521,Feed,,1000 tonnes,,0,0,0,0,0,0,0,0,0
66,Fiji,2513,Barley and products,5527,Seed,,1000 tonnes,,,,,,,,,,
66,Fiji,2513,Barley and products,5123,Losses,,1000 tonnes,,,,,,,,,,
66,Fiji,2513,Barley and products,5131,Processing,,1000 tonnes,3,3,4,3,2,2,2,3,3,3
66,Fiji,2513,Barley and products,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
66,Fiji,2513,Barley and products,5171,Tourist consumption,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2513,Barley and products,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2513,Barley and products,5142,Food,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2513,Barley and products,645,Food supply quantity (kg/capita/yr),,kg,0,0.02,0.06,0.01,0.03,0.09,0,0.09,0.1,0.03
66,Fiji,2513,Barley and products,664,Food supply (kcal/capita/day),,kcal/capita/day,0,0,1,0,0,1,0,1,1,0
66,Fiji,2513,Barley and products,674,Protein supply quantity (g/capita/day),,g/capita/day,0,0.01,0.02,0,0.01,0.03,0,0.03,0.03,0.01
66,Fiji,2513,Barley and products,684,Fat supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0.01,0,0.01,0.01,0
66,Fiji,2514,Maize and products,5511,Production,,1000 tonnes,1,0,0,1,1,1,1,1,1,1
66,Fiji,2514,Maize and products,5611,Import Quantity,,1000 tonnes,1,1,1,1,2,1,2,2,2,2
66,Fiji,2514,Maize and products,5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2514,Maize and products,5911,Export Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2514,Maize and products,5301,Domestic supply quantity,,1000 tonnes,3,1,1,2,3,2,3,3,3,4
66,Fiji,2514,Maize and products,5521,Feed,,1000 tonnes,1,0,0,0,1,1,1,1,1,1
66,Fiji,2514,Maize and products,5527,Seed,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2514,Maize and products,5123,Losses,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2514,Maize and products,5131,Processing,,1000 tonnes,,,,,1,1,2,1,0,0
66,Fiji,2514,Maize and products,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
66,Fiji,2514,Maize and products,5171,Tourist consumption,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2514,Maize and products,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2514,Maize and products,5142,Food,,1000 tonnes,2,1,1,2,0,1,1,0,2,3
66,Fiji,2514,Maize and products,645,Food supply quantity (kg/capita/yr),,kg,2.06,1.44,1.48,1.94,0.45,0.59,0.63,0.52,2.6,2.81
66,Fiji,2514,Maize and products,664,Food supply (kcal/capita/day),,kcal/capita/day,17,12,12,16,3,5,5,5,21,23
66,Fiji,2514,Maize and products,674,Protein supply quantity (g/capita/day),,g/capita/day,0.35,0.23,0.24,0.34,0.03,0.1,0.1,0.1,0.47,0.5
66,Fiji,2514,Maize and products,684,Fat supply quantity (g/capita/day),,g/capita/day,0.08,0.04,0.05,0.08,0.01,0.04,0.03,0.04,0.1,0.11
66,Fiji,2515,Rye and products,5511,Production,,1000 tonnes,,,,,,,,,,
66,Fiji,2515,Rye and products,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,,,
66,Fiji,2515,Rye and products,5072,Stock Variation,,1000 tonnes,,,0,0,0,0,0,0,0,0
66,Fiji,2515,Rye and products,5911,Export Quantity,,1000 tonnes,,,,,,,,,,0
66,Fiji,2515,Rye and products,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2515,Rye and products,5521,Feed,,1000 tonnes,,,,,,,,,,
66,Fiji,2515,Rye and products,5527,Seed,,1000 tonnes,,,,,,,,,,
66,Fiji,2515,Rye and products,5123,Losses,,1000 tonnes,,,,,,,,,,
66,Fiji,2515,Rye and products,5131,Processing,,1000 tonnes,,,,,,,,,,
66,Fiji,2515,Rye and products,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
66,Fiji,2515,Rye and products,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
66,Fiji,2515,Rye and products,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2515,Rye and products,5142,Food,,1000 tonnes,,0,0,0,,0,0,,,
66,Fiji,2515,Rye and products,645,Food supply quantity (kg/capita/yr),,kg,,0.05,0,0,,0,0,,,
66,Fiji,2515,Rye and products,664,Food supply (kcal/capita/day),,kcal/capita/day,,0,0,0,,0,0,,,
66,Fiji,2515,Rye and products,674,Protein supply quantity (g/capita/day),,g/capita/day,,0.01,0,0,,0,0,,,
66,Fiji,2515,Rye and products,684,Fat supply quantity (g/capita/day),,g/capita/day,,0,0,0,,0,0,,,
66,Fiji,2516,Oats,5511,Production,,1000 tonnes,,,,,,,,,,
66,Fiji,2516,Oats,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,1,0
66,Fiji,2516,Oats,5072,Stock Variation,,1000 tonnes,,,,,0,0,0,0,0,0
66,Fiji,2516,Oats,5911,Export Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2516,Oats,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,1,0
66,Fiji,2516,Oats,5521,Feed,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2516,Oats,5527,Seed,,1000 tonnes,,,,,,,,,,
66,Fiji,2516,Oats,5123,Losses,,1000 tonnes,,,,,,,,,,
66,Fiji,2516,Oats,5131,Processing,,1000 tonnes,,,,,,,,,,
66,Fiji,2516,Oats,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
66,Fiji,2516,Oats,5171,Tourist consumption,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2516,Oats,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2516,Oats,5142,Food,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2516,Oats,645,Food supply quantity (kg/capita/yr),,kg,0.28,0.38,0.29,0.3,0.38,0.42,0.49,0.44,0.53,0.43
66,Fiji,2516,Oats,664,Food supply (kcal/capita/day),,kcal/capita/day,3,4,3,3,4,4,5,4,5,4
66,Fiji,2516,Oats,674,Protein supply quantity (g/capita/day),,g/capita/day,0.11,0.14,0.1,0.11,0.14,0.15,0.18,0.16,0.2,0.16
66,Fiji,2516,Oats,684,Fat supply quantity (g/capita/day),,g/capita/day,0.04,0.05,0.04,0.04,0.05,0.05,0.07,0.06,0.07,0.06
66,Fiji,2517,Millet and products,5511,Production,,1000 tonnes,,,,,,,,,,
66,Fiji,2517,Millet and products,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2517,Millet and products,5072,Stock Variation,,1000 tonnes,,,,,0,0,0,0,0,0
66,Fiji,2517,Millet and products,5911,Export Quantity,,1000 tonnes,0,0,0,0,,,0,0,,
66,Fiji,2517,Millet and products,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2517,Millet and products,5521,Feed,,1000 tonnes,,0,,,0,0,0,,0,0
66,Fiji,2517,Millet and products,5527,Seed,,1000 tonnes,,,,,,,,,,
66,Fiji,2517,Millet and products,5123,Losses,,1000 tonnes,,,,,,,,,,
66,Fiji,2517,Millet and products,5131,Processing,,1000 tonnes,,,,,,,,,,
66,Fiji,2517,Millet and products,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
66,Fiji,2517,Millet and products,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
66,Fiji,2517,Millet and products,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2517,Millet and products,5142,Food,,1000 tonnes,,,,,,,,,,
66,Fiji,2518,Sorghum and products,5511,Production,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2518,Sorghum and products,5611,Import Quantity,,1000 tonnes,3,0,1,0,0,0,0,0,0,0
66,Fiji,2518,Sorghum and products,5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2518,Sorghum and products,5911,Export Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2518,Sorghum and products,5301,Domestic supply quantity,,1000 tonnes,3,0,1,0,0,0,0,0,0,0
66,Fiji,2518,Sorghum and products,5521,Feed,,1000 tonnes,3,0,1,0,0,0,0,0,0,0
66,Fiji,2518,Sorghum and products,5527,Seed,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2518,Sorghum and products,5123,Losses,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2518,Sorghum and products,5131,Processing,,1000 tonnes,,,,,,,,,,
66,Fiji,2518,Sorghum and products,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
66,Fiji,2518,Sorghum and products,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
66,Fiji,2518,Sorghum and products,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2518,Sorghum and products,5142,Food,,1000 tonnes,,,,,,,,,,
66,Fiji,2520,"Cereals, Other",5511,Production,,1000 tonnes,,,,,,,,,,
66,Fiji,2520,"Cereals, Other",5611,Import Quantity,,1000 tonnes,1,1,1,1,1,1,1,1,1,1
66,Fiji,2520,"Cereals, Other",5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2520,"Cereals, Other",5911,Export Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2520,"Cereals, Other",5301,Domestic supply quantity,,1000 tonnes,0,1,1,1,1,0,0,0,1,1
66,Fiji,2520,"Cereals, Other",5521,Feed,,1000 tonnes,0,0,,0,,0,0,0,0,0
66,Fiji,2520,"Cereals, Other",5527,Seed,,1000 tonnes,,,,,,,,,,
66,Fiji,2520,"Cereals, Other",5123,Losses,,1000 tonnes,,,,,,,,,,
66,Fiji,2520,"Cereals, Other",5131,Processing,,1000 tonnes,,,,,,,,,,
66,Fiji,2520,"Cereals, Other",5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
66,Fiji,2520,"Cereals, Other",5171,Tourist consumption,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2520,"Cereals, Other",5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2520,"Cereals, Other",5142,Food,,1000 tonnes,0,1,1,1,1,0,0,0,1,1
