Area Code,Area,Item Code,Item,Element Code,Element,cat,Unit,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
153,New Caledonia,2559,Cottonseed,5521,Feed,,1000 tonnes,,,,,,,0,,,
153,New Caledonia,2559,Cottonseed,5527,Seed,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2559,Cottonseed,5123,Losses,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2559,Cottonseed,5131,Processing,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2559,Cottonseed,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
153,New Caledonia,2559,Cottonseed,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2559,Cottonseed,5170,Residuals,,1000 tonnes,,,,,,,0,,,
153,New Caledonia,2559,Cottonseed,5142,Food,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2560,Coconuts - Incl Copra,5511,Production,,1000 tonnes,17,18,19,15,19,19,19,19,15,15
153,New Caledonia,2560,Coconuts - Incl Copra,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2560,Coconuts - Incl Copra,5072,Stock Variation,,1000 tonnes,0,0,0,0,0,-1,-1,-1,-1,-1
153,New Caledonia,2560,Coconuts - Incl Copra,5911,Export Quantity,,1000 tonnes,0,0,0,0,0,0,,,,0
153,New Caledonia,2560,Coconuts - Incl Copra,5301,Domestic supply quantity,,1000 tonnes,17,18,19,15,19,20,20,20,16,16
153,New Caledonia,2560,Coconuts - Incl Copra,5521,Feed,,1000 tonnes,0,0,0,0,1,1,1,1,0,1
153,New Caledonia,2560,Coconuts - Incl Copra,5527,Seed,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2560,Coconuts - Incl Copra,5123,Losses,,1000 tonnes,1,1,1,1,1,1,1,1,1,1
153,New Caledonia,2560,Coconuts - Incl Copra,5131,Processing,,1000 tonnes,1,0,1,2,2,2,2,2,1,1
153,New Caledonia,2560,Coconuts - Incl Copra,5154,Other uses (non-food),,1000 tonnes,0,1,1,,10,10,10,10,7,8
153,New Caledonia,2560,Coconuts - Incl Copra,5171,Tourist consumption,,1000 tonnes,9,10,10,8,0,0,0,0,0,0
153,New Caledonia,2560,Coconuts - Incl Copra,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2560,Coconuts - Incl Copra,5142,Food,,1000 tonnes,5,5,6,4,5,5,6,6,6,5
153,New Caledonia,2560,Coconuts - Incl Copra,645,Food supply quantity (kg/capita/yr),,kg,20.33,20.83,22.12,15.8,18.85,19.7,20.31,20.02,20.03,17.65
153,New Caledonia,2560,Coconuts - Incl Copra,664,Food supply (kcal/capita/day),,kcal/capita/day,62,64,67,48,58,60,62,61,61,54
153,New Caledonia,2560,Coconuts - Incl Copra,674,Protein supply quantity (g/capita/day),,g/capita/day,0.61,0.63,0.67,0.48,0.57,0.6,0.61,0.6,0.61,0.53
153,New Caledonia,2560,Coconuts - Incl Copra,684,Fat supply quantity (g/capita/day),,g/capita/day,5.16,5.27,5.59,4.01,4.77,4.98,5.14,5.06,5.06,4.46
153,New Caledonia,2561,Sesame seed,5511,Production,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2561,Sesame seed,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2561,Sesame seed,5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2561,Sesame seed,5911,Export Quantity,,1000 tonnes,0,0,0,0,0,0,,,,
153,New Caledonia,2561,Sesame seed,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2561,Sesame seed,5521,Feed,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2561,Sesame seed,5527,Seed,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2561,Sesame seed,5123,Losses,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2561,Sesame seed,5131,Processing,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2561,Sesame seed,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
153,New Caledonia,2561,Sesame seed,5171,Tourist consumption,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2561,Sesame seed,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2561,Sesame seed,5142,Food,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2561,Sesame seed,645,Food supply quantity (kg/capita/yr),,kg,0.06,0.08,0.06,0.06,0.07,0.06,0.04,0.07,0.04,0.02
153,New Caledonia,2561,Sesame seed,664,Food supply (kcal/capita/day),,kcal/capita/day,1,1,1,1,1,1,1,1,1,0
153,New Caledonia,2561,Sesame seed,674,Protein supply quantity (g/capita/day),,g/capita/day,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.01
153,New Caledonia,2561,Sesame seed,684,Fat supply quantity (g/capita/day),,g/capita/day,0.08,0.11,0.07,0.08,0.09,0.08,0.06,0.1,0.06,0.04
153,New Caledonia,2562,Palm kernels,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,,,,
153,New Caledonia,2562,Palm kernels,5072,Stock Variation,,1000 tonnes,,,,,0,0,0,0,,
153,New Caledonia,2562,Palm kernels,5911,Export Quantity,,1000 tonnes,0,0,0,0,,,,,,
153,New Caledonia,2562,Palm kernels,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,
153,New Caledonia,2562,Palm kernels,5521,Feed,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2562,Palm kernels,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,,
153,New Caledonia,2562,Palm kernels,5142,Food,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2563,Olives (including preserved),5511,Production,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2563,Olives (including preserved),5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2563,Olives (including preserved),5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2563,Olives (including preserved),5911,Export Quantity,,1000 tonnes,0,0,0,0,0,0,,,,
153,New Caledonia,2563,Olives (including preserved),5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2563,Olives (including preserved),5521,Feed,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2563,Olives (including preserved),5527,Seed,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2563,Olives (including preserved),5123,Losses,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2563,Olives (including preserved),5131,Processing,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2563,Olives (including preserved),5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
153,New Caledonia,2563,Olives (including preserved),5171,Tourist consumption,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2563,Olives (including preserved),5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2563,Olives (including preserved),5142,Food,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2563,Olives (including preserved),645,Food supply quantity (kg/capita/yr),,kg,1.65,1.73,1.74,1.2,1.69,1.61,0.19,0.22,0.13,0.12
153,New Caledonia,2563,Olives (including preserved),664,Food supply (kcal/capita/day),,kcal/capita/day,5,5,5,4,5,5,1,1,0,0
153,New Caledonia,2563,Olives (including preserved),674,Protein supply quantity (g/capita/day),,g/capita/day,0.05,0.05,0.05,0.03,0.05,0.05,0.01,0.01,0,0
153,New Caledonia,2563,Olives (including preserved),684,Fat supply quantity (g/capita/day),,g/capita/day,0.51,0.52,0.52,0.36,0.51,0.49,0.06,0.07,0.04,0.04
153,New Caledonia,2570,"Oilcrops, Other",5511,Production,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2570,"Oilcrops, Other",5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2570,"Oilcrops, Other",5072,Stock Variation,,1000 tonnes,,,,,0,0,0,0,0,0
153,New Caledonia,2570,"Oilcrops, Other",5911,Export Quantity,,1000 tonnes,0,0,0,0,,,,,,
153,New Caledonia,2570,"Oilcrops, Other",5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2570,"Oilcrops, Other",5521,Feed,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2570,"Oilcrops, Other",5527,Seed,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2570,"Oilcrops, Other",5123,Losses,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2570,"Oilcrops, Other",5131,Processing,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2570,"Oilcrops, Other",5154,Other uses (non-food),,1000 tonnes,,,,,0,0,0,0,0,0
153,New Caledonia,2570,"Oilcrops, Other",5171,Tourist consumption,,1000 tonnes,0,0,0,0,,,,,,
153,New Caledonia,2570,"Oilcrops, Other",5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2570,"Oilcrops, Other",5142,Food,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2914,Vegetable Oils,5511,Production,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2914,Vegetable Oils,5611,Import Quantity,,1000 tonnes,5,4,4,5,5,4,4,5,4,4
153,New Caledonia,2914,Vegetable Oils,5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2914,Vegetable Oils,5911,Export Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2914,Vegetable Oils,5301,Domestic supply quantity,,1000 tonnes,4,4,4,5,4,4,4,4,4,4
153,New Caledonia,2914,Vegetable Oils,5521,Feed,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2914,Vegetable Oils,5527,Seed,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2914,Vegetable Oils,5123,Losses,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2914,Vegetable Oils,5154,Other uses (non-food),,1000 tonnes,0,0,0,0,1,0,1,0,0,0
153,New Caledonia,2914,Vegetable Oils,5171,Tourist consumption,,1000 tonnes,0,0,0,1,0,0,0,0,0,0
153,New Caledonia,2914,Vegetable Oils,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2914,Vegetable Oils,5142,Food,,1000 tonnes,4,4,4,4,4,4,4,4,4,4
153,New Caledonia,2914,Vegetable Oils,645,Food supply quantity (kg/capita/yr),,kg,16.2,14.98,14.57,15.47,13.71,14.16,14.07,14.19,13.63,12.92
153,New Caledonia,2914,Vegetable Oils,664,Food supply (kcal/capita/day),,kcal/capita/day,376,346,336,358,317,325,323,326,313,297
153,New Caledonia,2914,Vegetable Oils,674,Protein supply quantity (g/capita/day),,g/capita/day,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.07,0.06,0.06
153,New Caledonia,2914,Vegetable Oils,684,Fat supply quantity (g/capita/day),,g/capita/day,42.44,39.13,38.01,40.46,35.78,36.77,36.51,36.84,35.38,33.58
153,New Caledonia,2571,Soyabean Oil,5511,Production,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2571,Soyabean Oil,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2571,Soyabean Oil,5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2571,Soyabean Oil,5911,Export Quantity,,1000 tonnes,0,0,0,0,,,,,,
153,New Caledonia,2571,Soyabean Oil,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2571,Soyabean Oil,5521,Feed,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2571,Soyabean Oil,5527,Seed,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2571,Soyabean Oil,5123,Losses,,1000 tonnes,,,,,,,,,,
153,New Caledonia,2571,Soyabean Oil,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
153,New Caledonia,2571,Soyabean Oil,5171,Tourist consumption,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2571,Soyabean Oil,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
153,New Caledonia,2571,Soyabean Oil,5142,Food,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
